UnitID,Institution Name,year,Post-covid,Control of institution (HD2023),Carnegie Classification 2025: Institutional Classification (HD2024),Carnegie Classification 2025: Research Activity Designation (HD2024),Carnegie Classification 2025: Institutional Size (HD2024),State abbreviation (HD2022),Full-time retention rate,Percent Admitted,Admission yield,Graduation rate total cohort,Graduation rate - within 4 years total,Total 12-month unduplicated headcount,Instruction expenses per FTE,School Type
153603,Iowa State University,2017,0,1,6,1,4,IA,87,91,35,73,45,39108,9702,LRI
153603,Iowa State University,2018,0,1,6,1,4,IA,87,92,33,75,47,37944,9907,LRI
153603,Iowa State University,2019,0,1,6,1,4,IA,87,88,28,74,47,NA,10152,LRI
153603,Iowa State University,2020,0,1,6,1,4,IA,89,91,29,75,50,35319,10386,LRI
153603,Iowa State University,2021,1,1,6,1,4,IA,88,90,29,76,51,33336,9454,LRI
153603,Iowa State University,2022,1,1,6,1,4,IA,86,NA,NA,74,52,33010,11364,LRI
153603,Iowa State University,2023,1,1,6,1,4,IA,88,NA,NA,75,54,32126,11904,LRI
153658,University of Iowa,2014,0,1,6,1,4,IA,86,81,25,70,48,33410,14593,LRI
153658,University of Iowa,2015,0,1,6,1,4,IA,85,84,24,72,51,34337,14748,LRI
153658,University of Iowa,2016,0,1,6,1,4,IA,87,86,21,72,51,35671,14005,LRI
153658,University of Iowa,2017,0,1,6,1,4,IA,86,83,22,74,54,35876,13779,LRI
153658,University of Iowa,2018,0,1,6,1,4,IA,86,83,23,73,53,35339,13902,LRI
153658,University of Iowa,2019,0,1,6,1,4,IA,86,84,22,72,55,NA,14075,LRI
153658,University of Iowa,2020,0,1,6,1,4,IA,88,86,23,72,54,34495,14478,LRI
153658,University of Iowa,2021,1,1,6,1,4,IA,88,86,23,74,56,33345,14373,LRI
153658,University of Iowa,2022,1,1,6,1,4,IA,89,NA,NA,74,55,32818,14954,LRI
153658,University of Iowa,2023,1,1,6,1,4,IA,89,NA,NA,73,57,32773,15155,LRI
153834,Luther College,2014,0,2,22,NA,2,IA,85,67,24,82,74,2433,13112,SLA
153834,Luther College,2015,0,2,22,NA,2,IA,85,68,20,77,69,2380,14161,SLA
153834,Luther College,2016,0,2,22,NA,2,IA,84,65,19,79,72,2214,13170,SLA
153834,Luther College,2017,0,2,22,NA,2,IA,83,63,20,80,71,2097,14151,SLA
153834,Luther College,2018,0,2,22,NA,2,IA,84,62,21,79,72,2108,15180,SLA
153834,Luther College,2019,0,2,22,NA,2,IA,84,64,19,75,67,NA,14001,SLA
153834,Luther College,2020,0,2,22,NA,2,IA,77,76,23,77,69,1984,13252,SLA
153834,Luther College,2021,1,2,22,NA,2,IA,84,75,24,73,66,1842,11698,SLA
153834,Luther College,2022,1,2,22,NA,2,IA,81,NA,NA,74,65,1779,13300,SLA
153834,Luther College,2023,1,2,22,NA,2,IA,79,NA,NA,75,63,1637,16256,SLA
154350,Simpson College,2014,0,2,5,NA,2,IA,82,89,28,73,64,1891,8297,SLA
154350,Simpson College,2015,0,2,5,NA,2,IA,81,85,32,68,62,1850,8499,SLA
154350,Simpson College,2016,0,2,5,NA,2,IA,77,84,29,63,53,1777,8913,SLA
154350,Simpson College,2017,0,2,5,NA,2,IA,80,84,31,68,63,1630,9073,SLA
154350,Simpson College,2018,0,2,5,NA,2,IA,77,80,23,70,64,1668,9806,SLA
154350,Simpson College,2019,0,2,5,NA,2,IA,78,87,26,72,70,NA,9870,SLA
154350,Simpson College,2020,0,2,5,NA,2,IA,77,91,24,71,65,1503,10093,SLA
154350,Simpson College,2021,1,2,5,NA,2,IA,70,89,22,69,65,1430,9544,SLA
154350,Simpson College,2022,1,2,5,NA,2,IA,78,NA,NA,67,62,1340,10870,SLA
154350,Simpson College,2023,1,2,5,NA,2,IA,76,NA,NA,66,53,1288,13019,SLA
154527,Wartburg College,2014,0,2,5,NA,2,IA,74,74,23,71,65,1713,9632,SLA
154527,Wartburg College,2015,0,2,5,NA,2,IA,80,68,16,70,66,1599,9840,SLA
154527,Wartburg College,2016,0,2,5,NA,2,IA,80,77,14,69,66,1523,10374,SLA
154527,Wartburg College,2017,0,2,5,NA,2,IA,79,76,14,65,60,1572,9942,SLA
154527,Wartburg College,2018,0,2,5,NA,2,IA,79,75,13,67,63,1569,9474,SLA
154527,Wartburg College,2019,0,2,5,NA,2,IA,78,72,14,62,58,NA,9482,SLA
154527,Wartburg College,2020,0,2,5,NA,2,IA,82,83,12,68,64,1567,9075,SLA
154527,Wartburg College,2021,1,2,5,NA,2,IA,74,97,13,70,66,1608,8451,SLA
154527,Wartburg College,2022,1,2,5,NA,2,IA,70,NA,NA,67,63,1607,9270,SLA
154527,Wartburg College,2023,1,2,5,NA,2,IA,80,NA,NA,67,54,1478,10922,SLA
154688,Baker University,2014,0,2,18,NA,2,KS,80,82,25,58,41,3911,5319,SLA
154688,Baker University,2015,0,2,18,NA,2,KS,77,78,35,60,42,3593,6471,SLA
154688,Baker University,2016,0,2,18,NA,2,KS,80,86,37,55,39,3741,5788,SLA
154688,Baker University,2017,0,2,18,NA,2,KS,68,88,35,57,41,3624,6090,SLA
154688,Baker University,2018,0,2,18,NA,2,KS,81,88,33,59,42,3506,6335,SLA
154688,Baker University,2019,0,2,18,NA,2,KS,75,93,29,64,45,NA,6785,SLA
154688,Baker University,2020,0,2,18,NA,2,KS,79,99,35,62,50,3384,7084,SLA
154688,Baker University,2021,1,2,18,NA,2,KS,67,92,33,62,49,3086,6641,SLA
154688,Baker University,2022,1,2,18,NA,2,KS,80,NA,NA,48,39,2890,6976,SLA
154688,Baker University,2023,1,2,18,NA,2,KS,74,NA,NA,59,47,2682,8387,SLA
154712,Benedictine College,2014,0,2,15,NA,2,KS,77,99,22,60,44,2294,6322,SLA
154712,Benedictine College,2015,0,2,15,NA,2,KS,77,69,29,68,56,2271,6605,SLA
154712,Benedictine College,2016,0,2,15,NA,2,KS,80,97,19,63,49,2380,7010,SLA
154712,Benedictine College,2017,0,2,15,NA,2,KS,80,93,25,63,46,2283,6884,SLA
154712,Benedictine College,2018,0,2,15,NA,2,KS,79,97,24,60,42,2216,7518,SLA
154712,Benedictine College,2019,0,2,15,NA,2,KS,77,97,24,65,50,NA,7957,SLA
154712,Benedictine College,2020,0,2,15,NA,2,KS,84,98,23,65,52,2283,7442,SLA
154712,Benedictine College,2021,1,2,15,NA,2,KS,81,99,21,63,44,2357,7834,SLA
154712,Benedictine College,2022,1,2,15,NA,2,KS,77,NA,NA,68,53,2425,8488,SLA
154712,Benedictine College,2023,1,2,15,NA,2,KS,80,NA,NA,65,57,2479,8004,SLA
154749,Bethel College-North Newton,2014,0,2,15,NA,2,KS,63,53,28,58,42,587,7887,SLA
154749,Bethel College-North Newton,2015,0,2,15,NA,2,KS,63,56,23,68,53,598,8529,SLA
154749,Bethel College-North Newton,2016,0,2,15,NA,2,KS,62,56,25,53,39,507,7489,SLA
154749,Bethel College-North Newton,2017,0,2,15,NA,2,KS,61,44,22,42,31,546,8187,SLA
154749,Bethel College-North Newton,2018,0,2,15,NA,2,KS,56,57,29,52,41,566,7696,SLA
154749,Bethel College-North Newton,2019,0,2,15,NA,2,KS,67,61,24,44,37,NA,8397,SLA
154749,Bethel College-North Newton,2020,0,2,15,NA,2,KS,70,71,26,44,30,486,8256,SLA
154749,Bethel College-North Newton,2021,1,2,15,NA,2,KS,66,97,19,47,33,490,7492,SLA
154749,Bethel College-North Newton,2022,1,2,15,NA,2,KS,75,NA,NA,52,17,507,7035,SLA
154749,Bethel College-North Newton,2023,1,2,15,NA,2,KS,60,NA,NA,43,28,513,7282,SLA
155317,University of Kansas,2014,0,1,6,1,4,KS,80,93,30,60,37,30698,17259,LRI
155317,University of Kansas,2015,0,1,6,1,4,KS,80,93,30,61,37,30913,17730,LRI
155317,University of Kansas,2016,0,1,6,1,4,KS,81,93,31,63,41,31201,16951,LRI
155317,University of Kansas,2017,0,1,6,1,4,KS,83,92,31,63,42,31136,18034,LRI
155317,University of Kansas,2018,0,1,6,1,4,KS,84,93,29,65,47,31088,19072,LRI
155317,University of Kansas,2019,0,1,6,1,4,KS,86,91,28,67,48,NA,20086,LRI
155317,University of Kansas,2020,0,1,6,1,4,KS,86,92,29,63,46,30983,19922,LRI
155317,University of Kansas,2021,1,1,6,1,4,KS,85,88,31,66,50,30068,20162,LRI
155317,University of Kansas,2022,1,1,6,1,4,KS,85,NA,NA,67,53,29301,21446,LRI
155317,University of Kansas,2023,1,1,6,1,4,KS,85,NA,NA,69,54,29413,22848,LRI
155399,Kansas State University,2014,0,1,16,1,4,KS,83,95,42,59,28,27699,11388,LRI
155399,Kansas State University,2015,0,1,16,1,4,KS,83,94,41,62,29,26939,11551,LRI
155399,Kansas State University,2016,0,1,16,1,4,KS,85,94,42,63,31,25775,11409,LRI
155399,Kansas State University,2017,0,1,16,1,4,KS,84,93,43,63,33,25450,12121,LRI
155399,Kansas State University,2018,0,1,16,1,4,KS,85,95,41,64,34,24546,12033,LRI
155399,Kansas State University,2019,0,1,16,1,4,KS,86,94,34,65,37,NA,12259,LRI
155399,Kansas State University,2020,0,1,16,1,4,KS,87,96,30,68,40,23353,12636,LRI
155399,Kansas State University,2021,1,1,16,1,4,KS,86,95,32,68,41,22693,12636,LRI
155399,Kansas State University,2022,1,1,16,1,4,KS,86,NA,NA,69,47,22569,13294,LRI
155399,Kansas State University,2023,1,1,16,1,4,KS,87,NA,NA,70,47,21976,14631,LRI
155511,McPherson College,2014,0,2,15,NA,2,KS,57,73,41,48,44,677,8340,SLA
155511,McPherson College,2015,0,2,15,NA,2,KS,56,57,28,65,41,693,8064,SLA
155511,McPherson College,2016,0,2,15,NA,2,KS,70,48,39,37,32,740,8355,SLA
155511,McPherson College,2017,0,2,15,NA,2,KS,64,77,19,36,28,776,8550,SLA
155511,McPherson College,2018,0,2,15,NA,2,KS,70,52,23,37,30,881,8311,SLA
155511,McPherson College,2019,0,2,15,NA,2,KS,58,52,25,41,35,NA,7911,SLA
155511,McPherson College,2020,0,2,15,NA,2,KS,66,85,36,38,35,918,7836,SLA
155511,McPherson College,2021,1,2,15,NA,2,KS,66,66,26,53,43,901,7485,SLA
155511,McPherson College,2022,1,2,15,NA,2,KS,63,NA,NA,49,41,863,8490,SLA
155511,McPherson College,2023,1,2,15,NA,2,KS,65,NA,NA,52,44,858,9136,SLA
155937,Sterling College,2014,0,2,15,NA,2,KS,63,41,30,39,29,747,4448,SLA
155937,Sterling College,2015,0,2,15,NA,2,KS,62,37,33,42,27,720,4471,SLA
155937,Sterling College,2016,0,2,15,NA,2,KS,61,52,24,45,34,683,4925,SLA
155937,Sterling College,2017,0,2,15,NA,2,KS,55,41,24,39,25,737,5682,SLA
155937,Sterling College,2018,0,2,15,NA,2,KS,50,40,22,53,39,800,6374,SLA
155937,Sterling College,2019,0,2,15,NA,2,KS,59,37,21,53,44,NA,5451,SLA
155937,Sterling College,2020,0,2,15,NA,2,KS,58,47,17,47,40,782,5330,SLA
155937,Sterling College,2021,1,2,15,NA,2,KS,55,61,13,43,10,776,5764,SLA
155937,Sterling College,2022,1,2,15,NA,2,KS,59,NA,NA,37,27,755,6099,SLA
155937,Sterling College,2023,1,2,15,NA,2,KS,59,NA,NA,29,19,805,6798,SLA
168528,Adrian College,2014,0,2,15,NA,2,MI,60,61,16,57,44,1685,8616,SLA
168528,Adrian College,2015,0,2,15,NA,2,MI,71,58,15,54,36,1794,8868,SLA
168528,Adrian College,2016,0,2,15,NA,2,MI,69,60,18,53,47,1768,8661,SLA
168528,Adrian College,2017,0,2,15,NA,2,MI,64,65,19,52,38,1800,8976,SLA
168528,Adrian College,2018,0,2,15,NA,2,MI,71,56,19,45,30,1947,8991,SLA
168528,Adrian College,2019,0,2,15,NA,2,MI,64,61,20,50,35,NA,9029,SLA
168528,Adrian College,2020,0,2,15,NA,2,MI,66,76,28,54,51,1858,8946,SLA
168528,Adrian College,2021,1,2,15,NA,2,MI,66,69,22,53,39,1918,8323,SLA
168528,Adrian College,2022,1,2,15,NA,2,MI,67,NA,NA,51,40,1925,7830,SLA
168528,Adrian College,2023,1,2,15,NA,2,MI,60,NA,NA,56,44,1892,8167,SLA
168546,Albion College,2014,0,2,22,NA,2,MI,84,80,21,72,61,1284,13911,SLA
168546,Albion College,2015,0,2,22,NA,2,MI,80,72,17,65,56,1405,15022,SLA
168546,Albion College,2016,0,2,22,NA,2,MI,82,71,19,71,61,1476,14263,SLA
168546,Albion College,2017,0,2,22,NA,2,MI,79,68,15,57,46,1634,11882,SLA
168546,Albion College,2018,0,2,22,NA,2,MI,75,69,15,64,53,1589,12341,SLA
168546,Albion College,2019,0,2,22,NA,2,MI,80,74,14,70,61,NA,13272,SLA
168546,Albion College,2020,0,2,22,NA,2,MI,73,69,10,68,58,1500,13378,SLA
168546,Albion College,2021,1,2,22,NA,2,MI,74,67,9,64,53,1585,14265,SLA
168546,Albion College,2022,1,2,22,NA,2,MI,73,NA,NA,59,48,1588,16177,SLA
168546,Albion College,2023,1,2,22,NA,2,MI,69,NA,NA,57,46,1523,15244,SLA
168591,Alma College,2014,0,2,5,NA,2,MI,79,68,20,61,57,1438,11731,SLA
168591,Alma College,2015,0,2,5,NA,2,MI,84,68,14,62,49,1427,11989,SLA
168591,Alma College,2016,0,2,5,NA,2,MI,80,64,13,67,56,1484,10610,SLA
168591,Alma College,2017,0,2,5,NA,2,MI,77,64,13,68,56,1465,11038,SLA
168591,Alma College,2018,0,2,5,NA,2,MI,79,62,20,64,51,1481,10668,SLA
168591,Alma College,2019,0,2,5,NA,2,MI,77,67,22,67,57,NA,10555,SLA
168591,Alma College,2020,0,2,5,NA,2,MI,83,69,16,71,59,1518,10232,SLA
168591,Alma College,2021,1,2,5,NA,2,MI,79,65,15,63,54,1484,10315,SLA
168591,Alma College,2022,1,2,5,NA,2,MI,73,NA,NA,62,53,1385,12753,SLA
168591,Alma College,2023,1,2,5,NA,2,MI,76,NA,NA,64,51,1323,13819,SLA
168786,Aquinas College,2014,0,2,15,NA,2,MI,78,72,19,52,30,2148,6096,SLA
168786,Aquinas College,2015,0,2,15,NA,2,MI,81,91,19,57,39,2081,7058,SLA
168786,Aquinas College,2016,0,2,15,NA,2,MI,77,75,22,53,33,1975,7112,SLA
168786,Aquinas College,2017,0,2,15,NA,2,MI,74,69,22,59,36,1927,7176,SLA
168786,Aquinas College,2018,0,2,15,NA,2,MI,75,69,20,61,36,1903,7471,SLA
168786,Aquinas College,2019,0,2,15,NA,2,MI,78,71,21,60,40,NA,7509,SLA
168786,Aquinas College,2020,0,2,15,NA,2,MI,72,89,17,65,39,1775,8423,SLA
168786,Aquinas College,2021,1,2,15,NA,2,MI,85,91,16,60,40,1686,8349,SLA
168786,Aquinas College,2022,1,2,15,NA,2,MI,77,NA,NA,61,45,1467,9037,SLA
168786,Aquinas College,2023,1,2,15,NA,2,MI,74,NA,NA,63,43,1362,9338,SLA
169080,Calvin University,2014,0,2,5,3,2,MI,87,74,33,74,58,4425,12897,SLA
169080,Calvin University,2015,0,2,5,3,2,MI,86,75,31,74,57,4431,13243,SLA
169080,Calvin University,2016,0,2,5,3,2,MI,85,83,33,77,62,4449,13121,SLA
169080,Calvin University,2017,0,2,5,3,2,MI,87,79,27,72,59,4099,12479,SLA
169080,Calvin University,2018,0,2,5,3,2,MI,87,77,30,77,62,4121,12106,SLA
169080,Calvin University,2019,0,2,5,3,2,MI,85,73,27,76,64,NA,11820,SLA
169080,Calvin University,2020,0,2,5,3,2,MI,87,75,25,75,64,4020,11477,SLA
169080,Calvin University,2021,1,2,5,3,2,MI,86,74,20,77,66,3799,9976,SLA
169080,Calvin University,2022,1,2,5,3,2,MI,86,NA,NA,77,65,3783,11354,SLA
169080,Calvin University,2023,1,2,5,3,2,MI,88,NA,NA,77,65,3626,12705,SLA
170286,Hillsdale College,2014,0,2,22,NA,2,MI,NA,50,40,NA,NA,1658,NA,SLA
170286,Hillsdale College,2015,0,2,22,NA,2,MI,96,45,43,77,64,1675,27833,SLA
170286,Hillsdale College,2016,0,2,22,NA,2,MI,94,41,43,83,73,1560,23477,SLA
170286,Hillsdale College,2017,0,2,22,NA,2,MI,93,36,43,85,71,1571,27866,SLA
170286,Hillsdale College,2018,0,2,22,NA,2,MI,91,48,45,87,79,1710,28469,SLA
170286,Hillsdale College,2019,0,2,22,NA,2,MI,96,36,47,86,74,NA,29736,SLA
170286,Hillsdale College,2020,0,2,22,NA,2,MI,97,24,56,88,78,1685,26986,SLA
170286,Hillsdale College,2021,1,2,22,NA,2,MI,94,21,62,88,78,1601,30485,SLA
170286,Hillsdale College,2022,1,2,22,NA,2,MI,96,NA,NA,87,76,1653,35795,SLA
170286,Hillsdale College,2023,1,2,22,NA,2,MI,96,NA,NA,85,72,1794,39789,SLA
170301,Hope College,2014,0,2,5,3,2,MI,91,72,25,80,70,3661,10084,SLA
170301,Hope College,2015,0,2,5,3,2,MI,88,84,22,76,64,3601,10446,SLA
170301,Hope College,2016,0,2,5,3,2,MI,91,74,24,79,68,3281,10823,SLA
170301,Hope College,2017,0,2,5,3,2,MI,88,76,24,80,67,3303,11969,SLA
170301,Hope College,2018,0,2,5,3,2,MI,89,86,21,79,70,3280,11716,SLA
170301,Hope College,2019,0,2,5,3,2,MI,91,78,26,81,72,NA,12259,SLA
170301,Hope College,2020,0,2,5,3,2,MI,87,92,21,76,66,3158,12657,SLA
170301,Hope College,2021,1,2,5,3,2,MI,87,80,23,81,73,3107,11545,SLA
170301,Hope College,2022,1,2,5,3,2,MI,89,NA,NA,80,73,3194,12345,SLA
170301,Hope College,2023,1,2,5,3,2,MI,90,NA,NA,82,69,3282,12457,SLA
170532,Kalamazoo College,2014,0,2,22,NA,2,MI,92,72,21,82,77,1484,15391,SLA
170532,Kalamazoo College,2015,0,2,22,NA,2,MI,92,66,15,83,77,1467,14683,SLA
170532,Kalamazoo College,2016,0,2,22,NA,2,MI,88,73,18,81,73,1469,16312,SLA
170532,Kalamazoo College,2017,0,2,22,NA,2,MI,90,73,17,86,82,1454,15715,SLA
170532,Kalamazoo College,2018,0,2,22,NA,2,MI,91,76,15,79,72,1485,16679,SLA
170532,Kalamazoo College,2019,0,2,22,NA,2,MI,88,74,15,86,76,NA,16761,SLA
170532,Kalamazoo College,2020,0,2,22,NA,2,MI,83,80,14,79,72,1510,17403,SLA
170532,Kalamazoo College,2021,1,2,22,NA,2,MI,85,79,13,76,69,1483,13803,SLA
170532,Kalamazoo College,2022,1,2,22,NA,2,MI,86,NA,NA,80,71,1424,17341,SLA
170532,Kalamazoo College,2023,1,2,22,NA,2,MI,84,NA,NA,82,72,1376,18858,SLA
170976,University of Michigan-Ann Arbor,2014,0,1,6,1,5,MI,97,26,45,91,76,45241,22728,LRI
170976,University of Michigan-Ann Arbor,2015,0,1,6,1,5,MI,97,29,42,90,75,45170,23234,LRI
170976,University of Michigan-Ann Arbor,2016,0,1,6,1,5,MI,97,27,43,91,77,46316,24568,LRI
170976,University of Michigan-Ann Arbor,2017,0,1,6,1,5,MI,97,23,45,92,77,47543,25620,LRI
170976,University of Michigan-Ann Arbor,2018,0,1,6,1,5,MI,97,23,46,92,79,48218,25489,LRI
170976,University of Michigan-Ann Arbor,2019,0,1,6,1,5,MI,97,26,41,93,80,NA,25972,LRI
170976,University of Michigan-Ann Arbor,2020,0,1,6,1,5,MI,96,20,45,93,81,49530,25086,LRI
170976,University of Michigan-Ann Arbor,2021,1,1,6,1,5,MI,97,18,47,94,81,50002,23959,LRI
170976,University of Michigan-Ann Arbor,2022,1,1,6,1,5,MI,97,NA,NA,93,81,52356,24744,LRI
170976,University of Michigan-Ann Arbor,2023,1,1,6,1,5,MI,98,NA,NA,93,82,53422,27256,LRI
171100,Michigan State University,2014,0,1,6,1,5,MI,92,66,35,79,53,55681,14779,LRI
171100,Michigan State University,2015,0,1,6,1,5,MI,92,66,33,77,51,55896,15786,LRI
171100,Michigan State University,2016,0,1,6,1,5,MI,91,72,32,78,52,55545,15542,LRI
171100,Michigan State University,2017,0,1,6,1,5,MI,91,78,34,79,52,55423,16849,LRI
171100,Michigan State University,2018,0,1,6,1,5,MI,92,71,28,80,53,55332,17975,LRI
171100,Michigan State University,2019,0,1,6,1,5,MI,91,76,24,81,56,NA,17743,LRI
171100,Michigan State University,2020,0,1,6,1,5,MI,91,83,22,81,58,55406,17219,LRI
171100,Michigan State University,2021,1,1,6,1,5,MI,92,88,21,82,59,54245,16111,LRI
171100,Michigan State University,2022,1,1,6,1,5,MI,89,NA,NA,82,63,53948,17886,LRI
171100,Michigan State University,2023,1,1,6,1,5,MI,91,NA,NA,82,65,54390,18671,LRI
171599,The University of Olivet,2014,0,2,15,NA,2,MI,59,57,13,39,27,1180,5426,SLA
171599,The University of Olivet,2015,0,2,15,NA,2,MI,63,53,25,45,26,1104,5475,SLA
171599,The University of Olivet,2016,0,2,15,NA,2,MI,67,70,36,48,35,1196,5986,SLA
171599,The University of Olivet,2017,0,2,15,NA,2,MI,63,71,31,53,38,1316,6067,SLA
171599,The University of Olivet,2018,0,2,15,NA,2,MI,60,NA,NA,48,39,1247,6066,SLA
171599,The University of Olivet,2019,0,2,15,NA,2,MI,69,60,23,44,31,NA,7143,SLA
171599,The University of Olivet,2020,0,2,15,NA,2,MI,57,89,21,49,43,1242,7032,SLA
171599,The University of Olivet,2021,1,2,15,NA,2,MI,56,85,22,44,37,1131,7909,SLA
171599,The University of Olivet,2022,1,2,15,NA,2,MI,65,NA,NA,44,34,952,8340,SLA
171599,The University of Olivet,2023,1,2,15,NA,2,MI,57,NA,NA,37,28,958,9812,SLA
172644,Wayne State University,2014,0,1,16,1,4,MI,76,80,32,34,11,33116,13364,LRI
172644,Wayne State University,2015,0,1,16,1,4,MI,77,81,29,35,11,32519,13463,LRI
172644,Wayne State University,2016,0,1,16,1,4,MI,82,67,26,39,13,32411,12818,LRI
172644,Wayne State University,2017,0,1,16,1,4,MI,81,71,26,47,19,32218,12570,LRI
172644,Wayne State University,2018,0,1,16,1,4,MI,79,73,26,47,18,31759,12596,LRI
172644,Wayne State University,2019,0,1,16,1,4,MI,79,69,26,48,20,NA,12636,LRI
172644,Wayne State University,2020,0,1,16,1,4,MI,82,63,28,52,24,30841,12491,LRI
172644,Wayne State University,2021,1,1,16,1,4,MI,81,75,24,56,29,30038,12359,LRI
172644,Wayne State University,2022,1,1,16,1,4,MI,84,NA,NA,60,34,28576,13080,LRI
172644,Wayne State University,2023,1,1,16,1,4,MI,82,NA,NA,57,33,27127,14095,LRI
172699,Western Michigan University,2014,0,1,16,2,4,MI,78,82,24,54,23,27237,10047,LRI
172699,Western Michigan University,2015,0,1,16,2,4,MI,79,82,26,54,23,26525,10321,LRI
172699,Western Michigan University,2016,0,1,16,2,4,MI,79,82,27,53,22,26096,11177,LRI
172699,Western Michigan University,2017,0,1,16,2,4,MI,78,81,22,51,22,25645,11914,LRI
172699,Western Michigan University,2018,0,1,16,2,4,MI,80,80,21,53,23,25010,12140,LRI
172699,Western Michigan University,2019,0,1,16,2,4,MI,78,85,19,57,27,NA,11742,LRI
172699,Western Michigan University,2020,0,1,16,2,4,MI,78,83,14,57,27,22996,12438,LRI
172699,Western Michigan University,2021,1,1,16,2,4,MI,77,85,15,56,28,22035,10983,LRI
172699,Western Michigan University,2022,1,1,16,2,4,MI,77,NA,NA,55,28,20232,12339,LRI
172699,Western Michigan University,2023,1,1,16,2,4,MI,80,NA,NA,58,29,18774,13311,LRI
173142,Bethany Lutheran College,2014,0,2,5,NA,2,MN,71,85,46,55,40,581,12008,SLA
173142,Bethany Lutheran College,2015,0,2,5,NA,2,MN,73,80,52,49,39,607,12413,SLA
173142,Bethany Lutheran College,2016,0,2,5,NA,2,MN,82,79,44,55,48,631,12329,SLA
173142,Bethany Lutheran College,2017,0,2,5,NA,2,MN,83,78,45,52,40,753,12726,SLA
173142,Bethany Lutheran College,2018,0,2,5,NA,2,MN,80,73,39,55,46,821,13137,SLA
173142,Bethany Lutheran College,2019,0,2,5,NA,2,MN,71,65,36,54,43,NA,11047,SLA
173142,Bethany Lutheran College,2020,0,2,5,NA,2,MN,87,61,45,62,47,884,11053,SLA
173142,Bethany Lutheran College,2021,1,2,5,NA,2,MN,73,58,45,63,53,904,10552,SLA
173142,Bethany Lutheran College,2022,1,2,5,NA,2,MN,79,NA,NA,57,49,923,11096,SLA
173142,Bethany Lutheran College,2023,1,2,5,NA,2,MN,80,NA,NA,60,43,932,12547,SLA
173258,Carleton College,2014,0,2,22,3,2,MN,97,21,35,93,91,2092,26922,SLA
173258,Carleton College,2015,0,2,22,3,2,MN,96,23,39,95,91,2093,27406,SLA
173258,Carleton College,2016,0,2,22,3,2,MN,96,21,38,92,88,2155,29133,SLA
173258,Carleton College,2017,0,2,22,3,2,MN,96,20,38,94,89,2126,30002,SLA
173258,Carleton College,2018,0,2,22,3,2,MN,97,19,37,93,88,2129,31370,SLA
173258,Carleton College,2019,0,2,22,3,2,MN,95,21,31,92,88,NA,31859,SLA
173258,Carleton College,2020,0,2,22,3,2,MN,94,18,40,94,88,2150,33282,SLA
173258,Carleton College,2021,1,2,22,3,2,MN,95,17,37,91,87,1985,34119,SLA
173258,Carleton College,2022,1,2,22,3,2,MN,95,NA,NA,91,88,2074,35503,SLA
173258,Carleton College,2023,1,2,22,3,2,MN,96,NA,NA,91,83,2106,39319,SLA
173300,Concordia College at Moorhead,2014,0,2,5,NA,2,MN,83,78,29,72,66,2468,10948,SLA
173300,Concordia College at Moorhead,2015,0,2,5,NA,2,MN,82,65,22,73,63,2234,11508,SLA
173300,Concordia College at Moorhead,2016,0,2,5,NA,2,MN,84,62,20,73,66,2178,13018,SLA
173300,Concordia College at Moorhead,2017,0,2,5,NA,2,MN,82,61,23,70,67,2132,12427,SLA
173300,Concordia College at Moorhead,2018,0,2,5,NA,2,MN,85,68,22,75,70,2188,12850,SLA
173300,Concordia College at Moorhead,2019,0,2,5,NA,2,MN,80,58,21,72,69,NA,12608,SLA
173300,Concordia College at Moorhead,2020,0,2,5,NA,2,MN,84,72,17,68,63,2090,6671,SLA
173300,Concordia College at Moorhead,2021,1,2,5,NA,2,MN,82,66,18,74,71,2063,10933,SLA
173300,Concordia College at Moorhead,2022,1,2,5,NA,2,MN,84,NA,NA,69,65,2015,11946,SLA
173300,Concordia College at Moorhead,2023,1,2,5,NA,2,MN,78,NA,NA,72,62,1975,11974,SLA
173647,Gustavus Adolphus College,2014,0,2,22,NA,2,MN,91,67,20,81,80,2476,15317,SLA
173647,Gustavus Adolphus College,2015,0,2,22,NA,2,MN,89,65,17,82,81,2386,15098,SLA
173647,Gustavus Adolphus College,2016,0,2,22,NA,2,MN,89,68,18,81,78,2263,15426,SLA
173647,Gustavus Adolphus College,2017,0,2,22,NA,2,MN,89,66,19,80,77,2198,15347,SLA
173647,Gustavus Adolphus College,2018,0,2,22,NA,2,MN,87,69,19,78,76,2254,16129,SLA
173647,Gustavus Adolphus College,2019,0,2,22,NA,2,MN,88,71,18,78,73,NA,16278,SLA
173647,Gustavus Adolphus College,2020,0,2,22,NA,2,MN,88,73,20,78,75,2611,16857,SLA
173647,Gustavus Adolphus College,2021,1,2,22,NA,2,MN,84,74,17,78,74,2240,16847,SLA
173647,Gustavus Adolphus College,2022,1,2,22,NA,2,MN,86,NA,NA,76,73,2265,17836,SLA
173647,Gustavus Adolphus College,2023,1,2,22,NA,2,MN,84,NA,NA,76,63,2143,19215,SLA
173665,Hamline University,2014,0,2,10,NA,2,MN,83,72,18,65,56,6676,7489,SLA
173665,Hamline University,2015,0,2,10,NA,2,MN,79,70,18,63,53,6392,7918,SLA
173665,Hamline University,2016,0,2,10,NA,2,MN,79,69,18,59,51,5633,7264,SLA
173665,Hamline University,2017,0,2,10,NA,2,MN,84,67,17,67,59,5228,7655,SLA
