UnitID,Institution Name,Control of institution (HD2023),Full-time 12-month unduplicated headcount (DRVEF122023),Full-time undergraduate 12-month unduplicated headcount (DRVEF122023),Total 12-month unduplicated headcount (DRVEF122023),Graduation rate - Bachelor degree within 4 years  total (DRVGR2023),Graduation rate  total cohort (DRVGR2023),Instruction expenses per FTE  (GASB) (DRVF2023),Instruction expenses per FTE  (FASB) (DRVF2023),Instruction expenses per FTE (for-profit institutions) (DRVF2023),Full-time retention rate  2023 (EF2023D),Percent admitted - total (DRVADM2022),Admissions yield - total (DRVADM2022),Full-time 12-month unduplicated headcount (DRVEF122022),Full-time undergraduate 12-month unduplicated headcount (DRVEF122022),Total 12-month unduplicated headcount (DRVEF122022),Graduation rate - Bachelor degree within 4 years  total (DRVGR2022),Graduation rate  total cohort (DRVGR2022),Instruction expenses per FTE  (GASB) (DRVF2022),Instruction expenses per FTE  (FASB) (DRVF2022),Instruction expenses per FTE (for-profit institutions) (DRVF2022),Full-time retention rate  2022 (EF2022D),Percent admitted - total (DRVADM2021),Admissions yield - total (DRVADM2021),Graduation rate - Bachelor degree within 4 years  total (DRVGR2021),Graduation rate  total cohort (DRVGR2021),Instruction expenses per FTE  (GASB) (DRVF2021),Instruction expenses per FTE  (FASB) (DRVF2021),Instruction expenses per FTE (for-profit institutions) (DRVF2021),Full-time retention rate  2021 (EF2021D),Percent admitted - total (DRVADM2020),Admissions yield - total (DRVADM2020),Graduation rate - Bachelor degree within 4 years  total (DRVGR2020),Graduation rate  total cohort (DRVGR2020),Instruction expenses per FTE  (GASB) (DRVF2020),Instruction expenses per FTE  (FASB) (DRVF2020),Instruction expenses per FTE (for-profit institutions) (DRVF2020),Full-time retention rate  2020 (EF2020D),Percent admitted - total (DRVADM2019),Admissions yield - total (DRVADM2019),Graduation rate - Bachelor degree within 4 years  total (DRVGR2019),Graduation rate  total cohort (DRVGR2019),Instruction expenses per FTE  (GASB) (DRVF2019),Instruction expenses per FTE  (FASB) (DRVF2019),Instruction expenses per FTE (for-profit institutions) (DRVF2019),Full-time retention rate  2019 (EF2019D),Percent admitted - total (DRVADM2018),Admissions yield - total (DRVADM2018),Graduation rate - Bachelor degree within 4 years  total (DRVGR2018),Graduation rate  total cohort (DRVGR2018),Instruction expenses per FTE  (GASB) (DRVF2018),Instruction expenses per FTE  (FASB) (DRVF2018),Instruction expenses per FTE (for-profit institutions) (DRVF2018),Full-time retention rate  2018 (EF2018D),Percent admitted - total (DRVADM2017),Admissions yield - total (DRVADM2017),Graduation rate - Bachelor degree within 4 years  total (DRVGR2017),Graduation rate  total cohort (DRVGR2017),Instruction expenses per FTE  (GASB) (DRVF2017),Instruction expenses per FTE  (FASB) (DRVF2017),Instruction expenses per FTE (for-profit institutions) (DRVF2017),Full-time retention rate  2017 (EF2017D),Percent admitted - total (DRVADM2016),Admissions yield - total (DRVADM2016),Graduation rate - Bachelor degree within 4 years  total (DRVGR2016),Graduation rate  total cohort (DRVGR2016),Instruction expenses per FTE  (GASB) (DRVF2016),Instruction expenses per FTE  (FASB) (DRVF2016),Instruction expenses per FTE (for-profit institutions) (DRVF2016),Full-time retention rate  2016 (EF2016D),Percent admitted - total (DRVADM2015),Admissions yield - total (DRVADM2015),Graduation rate - Bachelor degree within 4 years  total (DRVGR2015),Graduation rate  total cohort (DRVGR2015),Instruction expenses per FTE  (GASB) (DRVF2015),Instruction expenses per FTE  (FASB) (DRVF2015),Instruction expenses per FTE (for-profit institutions) (DRVF2015),Full-time retention rate  2015 (EF2015D),Percent admitted - total (DRVADM2014),Admissions yield - total (DRVADM2014),Graduation rate - Bachelor degree within 4 years  total (DRVGR2014),Graduation rate  total cohort (DRVGR2014),Instruction expenses per FTE  (GASB) (DRVF2014),Instruction expenses per FTE  (FASB) (DRVF2014),Instruction expenses per FTE (for-profit institutions) (DRVF2014),Full-time retention rate  2014 (EF2014D),Percent admitted - total (DRVIC2013),Admissions yield - total (DRVIC2013),State abbreviation (HD2022),Full-time undergraduate 12-month unduplicated headcount (DRVEF122021),Total 12-month unduplicated headcount (DRVEF122021),Full-time undergraduate 12-month unduplicated headcount (DRVEF122020),Total 12-month unduplicated headcount (DRVEF122020),12-month unduplicated headcount  total: 2018-19 (DRVEF122019),12-month unduplicated headcount  total: 2017-18 (DRVEF122018),12-month unduplicated headcount  total: 2016-17 (DRVEF122017),12-month unduplicated headcount  total: 2015-16 (DRVEF122016),12-month unduplicated headcount  total: 2014-15 (DRVEF122015),12-month unduplicated headcount  total: 2013-14 (DRVEF122014),Carnegie Classification 2025: Institutional Classification (HD2024),Carnegie Classification 2025: Research Activity Designation (HD2024),Carnegie Classification 2025: Institutional Size (HD2024)
143118,Aurora University,2,4870,3834,7008,46,58,,5291,,78,82,28,5059,3983,7114,48,60,,5442,,73,86,31,46,55,,5061,,78,84,32,47,58,,5143,,78,87,32,40,54,,5115,,73,81,28,37,54,,5530,,75,87,30,38,53,,5197,,73,88,29,41,58,,5561,,69,77,29,46,56,,5542,,70,81,31,44,58,,4736,,71,76,34,IL,4007,7275,3855,7433,7093,7011,6782,6547,6146,7485,17,,3
457679,Avalon School of Cosmetology,3,34,34,34,,70,,,2461,0,,,33,33,33,,60,,,2453,0,,,,58,,,1917,50,,,,17,,,1914,0,,,,83,,,977,57,,,,75,,,1267,0,,,,78,,,1194,50,,,,23,,,1231,57,,,,63,,,1056,80,,,,83,,,746,67,,,MN,37,37,26,26,35,24,31,42,41,47,,,
173744,Aveda Arts & Sciences Institute Minneapolis,3,894,894,894,,57,,,6989,83,,,963,963,963,,66,,,6353,79,,,,84,,,6914,80,,,,71,,,6363,91,,,,75,,,1707,79,,,,78,,,10225,80,,,,75,,,7880,86,,,,67,,,8493,82,,,,76,,,7541,81,,,,84,,,5892,95,,,MN,938,938,780,780,639,675,700,750,803,824,,,
451468,Aveda Fredric's Institute-Cincinnati,3,687,687,687,,71,,,4043,99,,,642,642,642,,79,,,4980,78,,,,89,,,3413,68,,,,86,,,3813,86,,,,84,,,5781,87,,,,77,,,5658,93,,,,82,,,6190,74,,,,70,,,6634,77,,,,100,,,5550,76,,,,84,,,5985,86,,,OH,598,598,460,460,373,335,299,296,313,292,,,
457563,Aveda Fredric's Institute-Indianapolis,3,360,360,360,,70,,,6437,92,,,375,375,375,,83,,,5609,83,,,,80,,,3394,96,,,,61,,,4019,95,,,,76,,,5653,87,,,,78,,,4875,86,,,,83,,,5944,94,,,,84,,,6284,78,,,,71,,,5645,95,,,,73,,,5464,94,,,IN,459,459,357,357,332,337,222,233,272,243,,,
455877,Aveda Institute-Chicago,3,184,184,184,,100,,,14018,84,,,178,178,178,,58,,,13888,85,,,,79,,,9349,75,,,,79,,,12681,89,,,,81,,,10875,83,,,,81,,,5102,87,,,,84,,,4039,74,,,,71,,,3978,91,,,,76,,,5204,90,,,,80,,,3708,92,,,IL,186,186,180,180,197,204,251,282,221,327,,,
455275,Aveda Institute-Columbus,3,417,417,417,,62,,,4761,76,,,411,411,411,,63,,,4714,70,,,,60,,,4580,79,,,,68,,,9577,81,,,,70,,,12382,57,,,,72,,,12059,70,,,,60,,,12222,76,,,,64,,,10534,74,,,,75,,,12385,71,,,,76,,,10574,79,,,OH,446,446,419,419,417,416,415,427,453,438,,,
475015,Aveda Institute-Des Moines,3,254,254,254,,97,,,270,83,,,271,271,271,,100,,,5193,93,,,,80,,,4176,86,,,,75,,,3911,75,,,,76,,,4065,88,,,,81,,,3512,71,,,,75,,,3427,88,,,,85,,,3655,91,,,,79,,,4553,86,,,,61,,,3632,85,,,IA,272,272,245,245,218,214,232,246,271,310,,,
487506,Aveda Institute-Madison,3,64,64,146,,94,,,4827,96,,,45,45,145,,87,,,5712,100,,,,93,,,5341,100,,,,85,,,5829,88,,,,82,,,4563,100,,,,84,,,4307,80,,,,,,,3974,77,,,,,,,2767,79,,,,62,,,4797,98,,,,,,,,,,,WI,52,156,46,165,177,126,115,94,35,,,,
219338,Avera Sacred Heart Hospital,2,,,,,,,,,,,,17,17,17,,,,7858,,,,,,,,7332,,,,,,,,8306,,,,,,,,6806,,,,,,,,6560,,,,,,,,6231,,,,,,,,6024,,,,,,,,6054,,,,,,,,5896,,,,,SD,16,16,16,16,15,16,17,17,18,18,,,
497745,Aviation Institute of Maintenance-Chicago,3,163,163,266,,,,,5324,72,,,74,74,74,,,,,8672,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL,,,,,,,,,,,,,
438735,Aviation Institute of Maintenance-Indianapolis,3,153,153,333,,59,,,2752,46,,,136,136,317,,33,,,3004,47,,,,47,,,3187,68,,,,63,,,3462,50,,,,77,,,3144,53,,,,42,,,2790,57,,,,77,,,2387,73,,,,59,,,2767,48,,,,69,,,2272,67,,,,34,,,2520,65,,,IN,179,359,256,319,278,263,325,277,302,294,21,,1
441496,Aviation Institute of Maintenance-Kansas City,3,184,184,363,,46,,,3353,68,,,156,156,353,,48,,,3890,79,,,,48,,,4129,45,,,,50,,,5110,52,,,,61,,,4164,48,,,,66,,,3075,61,,,,67,,,2789,45,,,,,,,3396,45,,,,50,,,3518,72,,,,47,,,4565,,,,MO,149,368,290,347,326,333,323,273,227,191,,,
176628,Avila University,2,1221,918,1574,26,43,,8590,,68,68,10,1320,975,1568,34,51,,8717,,79,68,15,29,39,,7972,,66,42,18,35,51,,6958,,69,41,22,40,55,,6882,,74,55,12,34,50,,8176,,68,39,20,30,42,,8120,,69,56,26,28,45,,7787,,65,51,20,31,55,,7860,,74,52,22,25,49,,6966,,71,61,18,MO,1090,1957,1090,2167,2057,2125,2205,2368,2421,2322,20,,2
168847,Baker College,2,1627,1528,5318,16,31,,9839,,72,37,42,1891,1776,6100,8,20,,13757,,63,41,73,5,21,,14177,,63,54,74,5,19,,10861,,61,73,40,8,18,,8469,,49,53,83,7,19,,7113,,49,,,3,13,,5739,,45,,,4,15,,4943,,49,,,4,13,,4245,,50,,,2,9,,5261,,42,,,MI,2306,7330,2966,8977,11733,16796,24536,32756,36444,6204,14,,3
154688,Baker University,2,1090,978,2682,47,59,,8387,,74,92,33,1168,1025,2890,39,48,,6976,,80,99,35,49,62,,6641,,67,93,29,50,62,,7084,,79,88,33,45,64,,6785,,75,88,35,42,59,,6335,,81,86,37,41,57,,6090,,68,78,35,39,55,,5788,,80,82,25,42,60,,6471,,77,70,30,41,58,,5319,,80,87,31,KS,1115,3086,1150,3384,3506,3624,3741,3593,3911,4168,18,,2
201195,Baldwin Wallace University,2,3215,2729,3715,59,69,,16054,,85,77,20,3247,2771,3770,55,65,,14288,,82,79,22,54,66,,12947,,82,70,24,56,70,,13153,,85,73,23,51,65,,12727,,81,74,23,46,64,,12276,,82,78,25,50,67,,11787,,78,60,26,54,67,,11096,,80,60,29,51,67,,10925,,83,64,27,51,68,,10353,,81,64,28,OH,2792,3842,2897,4066,4390,4578,4612,4785,4784,4941,20,,2
150136,Ball State University,1,14081,12805,22784,51,63,10908,,,77,69,22,14803,13443,22903,50,64,10690,,,73,68,21,54,68,10275,,,73,87,20,54,67,10341,,,80,77,23,53,67,11373,,,75,65,24,47,63,9540,,,78,62,27,48,62,10886,,,78,62,25,45,58,10954,,,81,61,26,41,60,9488,,,82,60,33,37,59,10219,,,81,61,35,IN,14663,24441,15033,25247,25199,27369,26419,25500,23130,23275,16,2,4
155070,Barclay College,2,179,163,216,31,55,,10296,,48,53,20,224,176,262,31,42,,9836,,88,54,15,33,50,,9067,,50,48,29,16,41,,7687,,79,51,56,23,49,,6599,,65,46,58,23,43,,6181,,62,67,53,18,53,,5276,,65,67,78,32,60,,4541,,62,75,70,30,45,,5042,,54,54,69,42,47,,3770,,62,53,58,KS,158,247,172,243,296,291,325,349,271,298,31,,1
177719,Barnes-Jewish College Goldfarb School of Nursing,2,740,616,890,,,,15713,,,,,801,679,957,,,,12726,,,,,,,,9726,,,,,,,,11365,,,,,,,,9592,,,,,,,,8788,,,,,,,,9045,,,,,,,,8591,,,,,,,,8796,,,,,,,,8097,,,,,MO,803,1030,789,1031,1035,1044,1014,1076,1171,1231,28,,2
154697,Barton County Community College,1,1771,1771,10516,,43,5436,,,51,,,1847,1847,10188,,41,5035,,,50,,,,44,5413,,,69,,,,39,5221,,,61,,,,31,5042,,,64,,,,32,4874,,,59,,,,31,4652,,,56,,,,21,4337,,,55,,,,29,3892,,,53,,,,28,3969,,,54,,,KS,1836,11402,3011,13061,13325,14434,14736,16321,16587,16283,2,,3
168883,Bay de Noc Community College,1,815,815,2514,,21,11226,,,47,,,927,927,2710,,32,10033,,,58,,,,33,9362,,,49,,,,34,9590,,,64,,,,33,10788,,,62,,,,32,11280,,,59,,,,30,10615,,,58,,,,17,12122,,,61,,,,24,10545,,,58,,,,16,7812,,,54,,,MI,900,2429,794,2478,2474,2288,2247,2322,2497,2412,12,,2
380359,Bay Mills Community College,1,259,259,685,,30,5527,,,,,,259,259,658,,26,5851,,,,,,,34,5363,,,50,,,,14,4926,,,50,,,,25,4811,,,75,,,,18,4807,,,,,,,14,4279,,,65,,,,24,3820,,,54,,,,18,3618,,,57,,,,12,3437,,,67,,,MI,243,620,245,701,670,620,596,635,662,758,13,,2
168892,Bayshire Academy of Beauty Craft Inc,3,55,55,166,,78,,,3707,91,,,54,54,130,,79,,,5441,100,,,,76,,,4376,90,,,,76,,,7487,79,,,,76,,,3483,77,,,,82,,,3822,89,,,,82,,,3713,82,,,,92,,,2574,75,,,,50,,,2946,80,,,,67,,,3126,88,,,MI,51,106,50,144,175,161,121,148,99,105,,,
364760,Bell Mar Beauty College,3,32,32,69,,67,,,4507,100,,,49,49,102,,53,,,3306,76,,,,69,,,2406,63,,,,63,,,2698,79,,,,63,,,3152,79,,,,60,,,2933,77,,,,62,,,3627,62,,,,53,,,4084,100,,,,65,,,2894,80,,,,70,,,2764,71,,,IL,52,123,47,122,138,124,95,95,109,115,,,
180814,Bellevue University,2,9942,7546,20358,18,56,,2774,,51,,,9077,6860,19087,37,41,,2863,,51,,,19,23,,2807,,72,,,9,23,,2704,,51,,,9,24,,3105,,78,,,0,0,,2896,,77,,,17,17,,2646,,74,,,13,13,,2604,,55,,,0,18,,2473,,63,,,15,29,,2197,,48,,,NE,7035,18459,6730,17737,12588,11653,10975,12268,12801,12870,19,,3
238324,Bellin College,2,335,276,931,71,74,,10839,,91,93,88,290,260,893,73,76,,10705,,82,85,76,48,59,,9815,,86,96,57,52,65,,7984,,82,100,90,81,86,,8089,,88,88,90,70,74,,9644,,79,89,95,67,67,,9948,,86,89,88,46,54,,8169,,64,69,100,49,61,,7911,,73,49,72,50,64,,7700,,88,56,100,WI,302,863,305,907,808,593,517,482,461,408,28,,2
478953,Bellus Academy,3,315,315,315,,73,,,5154,86,,,305,305,305,,71,,,4691,89,,,,67,,,4897,83,,,,85,,,4978,82,,,,63,,,5209,91,,,,66,,,4260,74,,,,86,,,4031,88,,,,82,,,4933,87,,,,80,,,5705,75,,,,80,,,4235,86,,,KS,264,264,264,264,250,267,289,278,306,324,,,
201283,Belmont College,1,311,311,897,,39,6147,,,61,,,411,411,1013,,35,5861,,,51,,,,28,6095,,,50,,,,24,5134,,,56,,,,31,4962,,,49,,,,32,4393,,,49,,,,32,4070,,,56,,,,30,4839,,,60,,,,20,5129,,,53,,,,12,4150,,,63,,,OH,374,1003,397,1138,1268,1496,1537,1536,1484,1817,21,,2
238333,Beloit College,2,963,963,1082,57,67,,11669,,86,66,10,1001,1001,1160,65,71,,9611,,82,67,13,67,73,,11192,,88,58,10,68,78,,10644,,90,62,11,68,75,,14145,,79,56,11,72,79,,13757,,78,54,11,75,86,,14241,,85,70,14,64,73,,14202,,86,69,16,70,82,,14395,,88,69,19,71,80,,15371,,85,68,20,WI,985,1216,1100,1302,1379,1501,1509,1467,1410,1516,22,,2
173124,Bemidji State University,1,2612,2514,5061,37,53,9834,,,78,78,22,2846,2749,5307,37,50,9137,,,71,75,28,31,48,8071,,,67,69,24,30,46,7343,,,72,65,28,29,48,6915,,,72,67,28,30,46,6651,,,72,66,29,28,47,6526,,,69,64,31,5,46,6472,,,72,94,31,28,46,5737,,,66,94,40,27,46,5853,,,68,67,35,MN,2967,5780,3289,6168,6354,6476,6466,6396,6227,6170,14,,3
154712,Benedictine College,2,2219,2178,2479,57,65,,8004,,80,99,21,2148,2102,2425,53,68,,8488,,77,98,23,44,63,,7834,,81,97,24,52,65,,7442,,84,97,24,50,65,,7957,,77,93,25,42,60,,7518,,79,97,19,46,63,,6884,,80,69,29,49,63,,7010,,80,99,22,56,68,,6605,,77,98,22,44,60,,6322,,77,61,23,KS,2039,2357,1964,2283,2216,2283,2380,2271,2294,2272,15,,2
145619,Benedictine University,2,2777,1973,4644,38,51,,8585,,69,93,17,2573,2031,5369,39,53,,7521,,67,80,18,35,47,,7342,,67,61,22,33,46,,7635,,67,42,17,34,46,,7300,,69,63,13,33,47,,7387,,72,62,13,34,50,,6919,,73,,,36,51,,6313,,70,,,35,53,,6338,,64,77,34,32,51,,6646,,73,69,43,IL,2110,5934,2272,6403,7116,7648,7855,8607,9229,9215,17,,3
154721,Bethany College,2,691,691,785,24,29,,7741,,49,66,11,705,705,763,24,29,,6442,,47,72,14,26,30,,5912,,38,68,19,2,34,,6170,,50,68,31,30,34,,5586,,58,68,32,15,29,,5163,,67,67,31,37,47,,5640,,56,64,23,29,42,,6398,,49,99,11,34,43,,5628,,54,97,31,25,37,,4923,,60,59,27,KS,737,790,767,826,928,816,760,753,768,732,15,,2
486284,Bethany Global University,2,224,224,310,32,61,,5586,,56,96,44,287,287,380,37,75,,5602,,42,95,36,53,84,,4470,,59,87,60,24,56,,3993,,64,88,50,7,50,,3738,,71,92,54,33,62,,3109,,70,96,45,80,67,,3863,,60,92,51,13,68,,5584,,83,65,82,32,85,,5676,,67,,,,,,,,,,,MN,322,411,342,405,429,363,324,239,185,,31,,1
173142,Bethany Lutheran College,2,687,649,932,43,60,,12547,,80,58,45,696,681,923,49,57,,11096,,79,61,45,53,63,,10552,,73,65,36,47,62,,11053,,87,73,39,43,54,,11047,,71,78,45,46,55,,13137,,80,79,44,40,52,,12726,,83,80,52,48,55,,12329,,82,85,46,39,49,,12413,,73,78,40,40,55,,12008,,71,75,37,MN,658,904,621,884,821,753,631,607,581,626,5,,2
143233,Bethany Theological Seminary,2,20,0,100,,,,40271,,,,,57,0,98,,,,32603,,,,,,,,32876,,,,,,,,40207,,,,,,,,45029,,,,,,,,50952,,,,,,,,56830,,,,,,,,50677,,,,,,,,36500,,,,,,,,38813,,,,,IN,0,79,0,72,67,64,56,62,74,73,31,,1
154749,Bethel College-North Newton,2,502,502,513,28,43,,7282,,60,97,19,482,482,507,17,52,,7035,,75,71,26,33,47,,7492,,66,61,24,30,44,,8256,,70,57,29,37,44,,8397,,67,44,22,41,52,,7696,,56,56,25,31,42,,8187,,61,56,23,39,53,,7489,,62,53,28,53,68,,8529,,63,49,27,42,58,,7887,,63,64,22,KS,471,490,463,486,566,546,507,598,587,568,15,,2
150145,Bethel University,2,1103,1059,1486,51,57,,8904,,70,99,33,1093,1051,1479,49,57,,9058,,71,98,23,54,63,,8791,,72,93,24,58,62,,7847,,74,94,24,59,67,,8019,,64,92,27,60,71,,7725,,71,90,24,53,64,,7997,,79,98,21,56,65,,7988,,76,66,22,58,64,,7198,,78,71,26,56,70,,7865,,81,72,28,IN,1008,1547,1028,1681,1733,1790,1895,2009,2129,2167,15,,2
173160,Bethel University,2,2472,2090,4541,64,75,,9885,,87,72,28,2591,2179,4686,67,75,,9605,,83,89,28,67,74,,8662,,86,87,33,64,74,,9611,,85,79,31,64,73,,9211,,83,71,40,68,77,,9481,,85,83,39,62,71,,9460,,85,82,38,68,76,,9404,,88,95,42,63,74,,8429,,84,95,31,65,74,,8633,,83,95,30,MN,2270,4688,2413,4921,4639,4277,4350,4591,4697,5005,17,,3
486053,Bethlehem College & Seminary,2,195,97,250,33,50,,10012,,100,,,191,103,246,23,63,,9094,,82,,,48,87,,8001,,79,,,50,83,,,,76,79,80,29,77,,8740,,88,89,79,44,88,,8479,,85,93,85,58,86,,6701,,94,88,82,85,86,,7112,,90,79,88,,,,10713,,95,,,,,,,,,,,MN,120,238,114,237,219,208,203,214,208,,31,,1
443702,Bexley Hall Seabury Western Theological Seminary Federation  Inc.,2,23,0,96,,,,41101,,,,,25,0,110,,,,25021,,,,,,,,27040,,,,,,,,34527,,,,,,,,33065,,,,,,,,43563,,,,,,,,52455,,,,,,,,65564,,,,,,,,44994,,,,,,,,25627,,,,,IL,0,98,0,95,91,70,55,42,81,17,31,,1
200022,Bismarck State College,1,2015,2015,5111,,48,8867,,,71,,,2000,2000,4609,,51,9391,,,,,,,53,10395,,,,,,,48,8910,,,,,,,52,8757,,,,,,,49,8928,,,,,,,44,9506,,,,,,,45,10210,,,,,,,46,10438,,,,,,,42,9461,,,,,,ND,2176,4825,2241,4855,4848,4948,5067,5225,5211,5228,11,,3
143279,Black Hawk College,1,1655,1655,5795,,43,6472,,,68,,,1587,1587,5789,,38,6611,,,61,,,,34,7812,,,63,,,,35,6689,,,63,,,,33,6252,,,63,,,,31,5694,,,64,,,,27,5700,,,61,,,,22,5189,,,62,,,,27,4295,,,45,,,,21,4431,,,47,,,IL,1663,6094,2069,7014,7598,8110,9209,9830,10500,11439,2,,3
219046,Black Hills State University,1,1736,1719,5614,25,39,6153,,,72,97,32,1824,1789,5533,26,44,5460,,,71,97,34,26,42,6211,,,61,97,40,20,39,7287,,,65,84,29,19,38,6672,,,62,88,30,14,34,6575,,,62,87,38,13,35,6377,,,69,80,44,16,39,6368,,,63,84,45,16,36,6270,,,63,94,40,12,33,5968,,,63,89,72,SD,1906,5529,2069,5860,5768,6075,6021,6255,6634,6497,14,,3
143288,Blackburn College,2,423,423,440,43,52,,11135,,58,64,21,447,447,467,25,36,,9688,,38,66,26,36,46,,10096,,67,55,29,37,45,,8000,,69,57,31,29,41,,7732,,57,52,38,34,52,,7460,,70,60,26,45,48,,6523,,56,54,32,31,42,,6604,,65,55,27,32,42,,6587,,65,65,33,30,39,,7214,,62,68,32,IL,544,559,515,553,582,584,623,626,620,631,5,,1
238397,Blackhawk Technical College,1,798,798,5422,,30,14073,,,65,,,682,682,3115,,42,13439,,,53,,,,35,13602,,,57,,,,33,13122,,,64,,,,43,12695,,,49,,,,46,14066,,,56,,,,36,14059,,,49,,,,31,14579,,,54,,,,26,14235,,,55,,,,32,12411,,,52,,,WI,674,3086,847,3454,2715,2582,2544,3095,3430,3668,29,,2
143297,Blessing Rieman College of Nursing and Health Sciences,2,133,133,199,,,,29136,,,,,194,189,260,,,,27452,,,,,,,,25761,,,,,,,,20582,,,,,,,,13582,,,,,,,,11140,,,,,,,,10838,,,,,,,,11576,,,,,,,,10995,,,,,,,,11135,,,,,IL,202,287,164,234,320,357,282,268,273,277,28,,1
201371,Bluffton University,2,735,670,800,47,50,,9788,,67,96,15,780,713,856,44,46,,8315,,70,75,19,49,53,,9267,,69,61,21,50,55,,9201,,72,55,24,45,54,,10321,,60,42,19,50,54,,9809,,66,49,24,45,51,,10003,,61,50,28,44,49,,8521,,67,54,25,42,46,,8648,,72,56,17,53,60,,8685,,70,53,26,OH,655,807,660,860,839,911,1072,1151,1261,1294,15,,2
496690,Body Wisdom Massage Therapy School,3,51,51,60,,,,,10414,100,,,51,51,66,,,,,8977,94,,,,100,,,6580,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,23,37,,,,,,,,,,,
490203,Bolivar Technical College,2,88,88,210,,0,,12784,,,100,100,89,89,198,,100,,3956,,,100,100,,58,,3394,,20,100,95,,67,,4487,,13,33,100,,58,,3874,,25,33,100,,82,,8696,,33,78,46,,73,,8820,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,MO,99,233,123,229,260,207,168,,,,28,,1
201432,Bowling Green State University-Firelands,1,997,997,2295,,10,6121,,,56,,,1036,1036,2341,,12,4263,,,55,,,,11,5458,,,54,,,,11,5405,,,62,,,,15,5727,,,60,,,,11,5094,,,56,,,,11,6040,,,52,,,,15,4979,,,53,,,,8,4606,,,51,,,,13,4546,,,51,,,OH,1156,2548,1108,2679,2461,2457,2591,2818,2738,2899,4,,2
201441,Bowling Green State University-Main Campus,1,13857,12121,19989,49,63,11393,,,80,79,21,14185,12464,20707,47,61,10505,,,77,79,19,46,62,9070,,,78,75,24,44,62,9073,,,79,72,27,42,61,8989,,,77,72,27,38,56,7874,,,77,73,29,35,53,9390,,,77,76,30,34,55,8865,,,76,73,32,34,57,8559,,,78,53,39,32,55,8710,,,76,72,29,OH,13012,21239,13540,20945,20534,20459,20395,19460,18975,19316,16,2,4
143358,Bradley University,2,4677,4083,5990,57,72,,15616,,84,75,12,4784,4275,6112,58,76,,13967,,83,76,14,57,76,,13730,,87,73,14,58,76,,14703,,86,70,14,60,77,,15274,,85,67,15,60,78,,14731,,82,71,17,51,73,,14132,,86,70,16,54,74,,13741,,87,66,15,53,74,,15381,,86,64,16,51,74,,14726,,86,67,18,IL,4521,6424,4577,6377,6323,6148,6178,5926,5716,5793,17,,3
152992,Briar Cliff University,2,725,581,1005,35,49,,10275,,60,,,714,605,1062,36,43,,9305,,68,,,44,56,,8937,,63,,,44,50,,8933,,61,,,35,40,,8383,,66,,,40,45,,7956,,68,,,36,42,,7704,,55,,,36,44,,7293,,79,,,41,48,,7373,,70,62,19,38,47,,6604,,54,,,IA,608,1188,700,1219,1379,1366,1486,1282,1264,1300,18,,2
477002,Brighton Institute of Cosmetology,3,57,57,61,,98,,,3149,86,,,92,92,99,,90,,,3105,95,,,,90,,,3059,87,,,,53,,,4027,100,,,,56,,,3329,83,,,,64,,,1756,33,,,,73,,,2146,70,,,,72,,,931,78,,,,83,,,689,92,,,,94,,,724,73,,,MI,80,88,53,72,79,76,55,80,82,81,,,
375568,Brown & Clermont Adult Career Campuses,1,0,0,100,,93,17568,,,0,,,0,0,101,,87,17194,,,,,,,78,31115,,,,,,,94,5770,,,,,,,95,7444,,,,,,,95,17799,,,100,,,,100,10887,,,100,94,68,,100,9009,,,90,,,,73,49878,,,100,,,,73,19807,,,100,,,OH,0,72,0,77,108,39,53,78,29,60,,,
441645,Brown Aveda Institute-Mentor,3,204,204,253,,81,,,3912,82,,,176,176,246,,73,,,10979,86,,,,93,,,13165,92,,,,81,,,14331,90,,,,81,,,11422,100,,,,74,,,11362,84,,,,66,,,10776,63,,,,79,,,10390,79,,,,81,,,13647,73,,,,81,,,11283,64,,,OH,140,224,133,206,213,229,227,228,227,213,,,
450395,Brown Aveda Institute-Strongsville,3,201,201,255,,88,,,3156,100,,,120,120,232,,71,,,10029,73,,,,57,,,12362,100,,,,60,,,11082,71,,,,75,,,11035,78,,,,70,,,12466,77,,,,79,,,10302,80,,,,80,,,10885,80,,,,74,,,14995,80,,,,78,,,14122,93,,,OH,89,215,82,231,211,175,185,205,235,245,,,
180878,Bryan College of Health Sciences,2,450,359,931,56,75,,11066,,81,68,58,465,378,813,72,72,,10519,,78,91,80,70,70,,9971,,76,58,53,51,76,,9242,,90,72,64,51,56,,9120,,80,40,75,51,69,,9521,,83,52,95,52,79,,9233,,90,87,67,61,73,,12147,,88,86,78,17,79,,12047,,86,57,75,4,80,,11644,,83,72,86,NE,442,1004,402,917,1029,781,816,811,820,738,28,,2
369516,Bryan University,3,254,246,254,,28,,,2000,,,,215,208,225,,69,,,2075,,,,100,79,,,1392,,,,63,63,,,1732,,,,0,37,,,1645,,,,0,19,,,1629,,,,,20,,,1601,,,,,23,,,1446,,,,,25,,,2962,,,,,23,,,2772,,,,MO,332,351,365,380,410,459,457,489,457,552,29,,1
